agrement,nom,n_noms,commune,cp,n_siret,listes
07.129.051,ETABLISSEMENTS FELIX DAVID,1,LAMASTRE,07270,1,1
07.130.001,ETABLISSEMENTS PUZZI,1,LANARCE,07660,1,1
07.130.003,ETABLISSEMENTS PUZZI,1,LANARCE,07660,1,1
07.131.001,CENTRE FORMATION APPRENTISSAGE,1,LANAS,07200,1,1
07.132.001,SALAISONS DEBROAS,1,LARGENTIERE,07110,1,1
07.138.001,CHARCUTERIE DU PLATEAU DE JASTRES,1,LAVILLEDIEU,07170,1,1
07.138.002,SALAISONS DE JASTRES - CHARCUTERIES DU PLATEAU DE JASTRESS,1,LAVILLEDIEU,07170,1,1
07.181.001,GAEC FERME DU PLATEAU DES SOIES - FERME DU PLATEAU DES SOIES,1,LE POUZIN,07250,1,1
07.181.050,MERCADO,1,LE POUZIN,07250,1,1
07.185.001,MAISON ROUSSON,1,PREAUX,07290,1,2
07.186.001,ABATTOIRS DE PRIVAS,1,PRIVAS,07006,1,1
07.188.001,LES ARTISOUS,1,QUINTENAS,07290,1,2
07.188.003,ABATTAGE VOLAILLES DU VAL D'AY,1,QUINTENAS,07290,1,2
07.197.004,LC SALAISONS EN ARDECHE,1,ROIFFIEUX,07100,1,1
07.204.003,STB - TEYSSIER,1,SAINT-AGREVE,07320,1,1
07.224.001,LA TRADITION ARDECHOISE,1,SAINT-CIRGUES-EN-MONTAGNE,07510,1,1
07.224.002,CHARCUTERIE MOULIN JEAN-MARC,1,SAINT-CIRGUES-EN-MONTAGNE,07510,1,1
07.227.001,BOUCHERIE LARGERON,1,SAINT-CYR,07430,1,1
07.229.001,LABORATOIRE DE FABRICATION MAISON BORRELY,1,SAINT-DIDIER-SOUS-AUBENAS,07200,1,1
07.231.002,S.A.R.L. ETS CHANEAC VIANDES & SALAISONS / SARL ETS CHANEAC VIANDES ET SALAISONS,2,SAINT-ETIENNE-DE-FONTBELLON,07200,1,3
07.235.001,CHARCUTERIE ROME,1,SAINTE-EULALIE,07510,1,2
07.259.002,GUEZE ETS - CHAZEL,1,SAINT-JUST-D'ARDECHE,07700,1,1
07.267.001,SAFLOR - VINCENT MARION,1,SAINT-MARTIAL,07310,1,1
07.289.002,"SOCIETE DE VIANDES ET DE SALAISONS / SOCIETE DE VIANDES ET DE SALAISONS - ""STE DE VIANDES ET DE SALAISONS""",2,SAINT-PRIVAT,07200,1,3
07.292.003,METS DELICES TRAITEUR,1,SAINT ROMAIN D'AY,07290,1,1
07.301.002,SARL BERNARD DUGAND,1,SAINT-VICTOR,07410,1,2
07.309.002,LABO ROUSSON,1,SATILLIEU,07290,1,1
07.338.001,COMPAGNIE CALIXTE,1,VERNOUX-EN-VIVARAIS,07240,1,1
07.338.002,GUEZE ETS,1,VERNOUX-EN-VIVARAIS,07240,1,2
07.340.001,ASSOCIATION HOSPITALIERE SAINTE MARIE - CAT ST JOSEPH / CAT ST JOSEPH,2,VEYRAS,07000,1,2
07.343.001,MARC SANDEVOIR,1,VINEZAC,07110,1,1
08.048.001,DEMOIZET,1,BARBY,08300,1,1
08.048.002,DEMOIZET,1,BARBY,08300,1,1
08.105.001,SOC CAROLOMACERIEN EXPLOITATION ABATTO,1,CHARLEVILLE-MEZIERES,08000,1,2
08.105.354,METRO FRANCE,1,CHARLEVILLE-MEZIERES,08000,1,1
08.105.603,SOCIETE NOUVELLE ARDENNES PRIMEURS - SARL SOCIETE NOUVELLE ARDENNES PRIMEURS,1,CHARLEVILLE-MEZIERES,08000,1,1
08.111.008,STEF TRANSPORT RETHEL,1,LE CHATELET-SUR-RETOURNE,08300,1,1
08.145.001,SARL LE MARVILLOIS,1,DOUZY,08140,1,1
08.180.009,AUX SAVEURS D ARDENNES / SARL AUX SAVEURS D'ARDENNES - AUX SAVEURS D ARDENNES,2,LA FRANCHEVILLE,08000,1,3
08.194.002,GRIMPLET,1,GLAIRE,08200,1,1
08.222.001,HAYBES SALAISONS,1,HAYBES,08170,1,2
08.287.013,EARL VERZEAUX,1,MENIL-LEPINOIS,08310,1,1
08.338.033,EARL COGNIARD JULIEN ET PATRICK,1,PAUVRES,08310,1,2
08.362.001,SOBEVIR,1,RETHEL,08300,1,1
08.362.078,RETHEL CHARCUTERIE,1,RETHEL,08300,1,1
08.362.100,SOBEVIR,1,RETHEL,08300,1,2
08.362.101,VIANDES ET TERRITOIRES,1,RETHEL,08300,1,1
08.370.002,SOFRILOG,1,ROUVROY-SUR-AUDRY,08150,1,1
08.374.001,RENAULT YANNICK,1,LA SABOTTERIE,08130,1,1
08.385.001,EPLEFPA CAMPUS AGRO-ENVIRONNEMENTAL DE SAINT-LAURENT - EXPLOITATION CAMPUS AGRO-ENVIRONNEMENT ST LAURENT,1,SAINT-LAURENT,08090,1,1
08.403.011,BOUDIN BLANC DU RETHELOIS,1,SAULT-LES-RETHEL,08300,1,1
08.404.001,PATE CROUTE PIQUET'S,1,SAULT-SAINT-REMY,08190,1,1
08.457.001,NEGOCE DISTRIBUTION ALIMENTAIRE,1,TOURNES,08090,1,1
08.491.009,L'ATELIER DES ELEVEURS,1,VRIGNE AUX BOIS,08330,1,4
09.003.001,LE CHAUDRON PYRENEEN,1,L'AIGUILLON,09300,1,1
09.042.001,CUMA CHARCUTERIE FERMIERE DES SERONAIS,1,LA BASTIDE-DE-SEROU,09240,1,1
09.042.002,DELPECH CHRISTOPHE,1,RAISSAC,09300,1,2
09.043.001,SARL ESCOT ET FILS,1,LA BASTIDE SUR L'HERS,09600,1,1
09.050.001,ASS DEP AMIS PAREN ENFAN ADULT INADAP - CAT AGRICOLE DE BENAGUES / CAT AGRICOLE DE BENAGUES,2,BENAGUES,09100,2,2
09.065.008,LAS LAOUS,1,BOUSSENAC,09320,1,1
09.079.003,ARIEGE VOLAILLES,1,CARLA-BAYLE,09130,1,3
09.079.014,CHARCUTERIES D'OCCITANIE,1,CARLA-BAYLE,09130,1,1
09.086.002,LE GRAND TETRAS,1,CAUMONT,09160,1,1
09.111.002,LE MOULIN GOURMAND,1,ENGOMER,09800,1,1
09.121.001,CHARCUTERIE ROUCH,1,FERRIERES-SUR-ARIEGE,09000,1,1
09.122.001,RUMEAU,1,FOIX,09000,1,1
09.122.005,RUMEAU VIANDES,1,FOIX,09000,1,2
09.124.001,PANALOG,1,LE FOSSAT,09130,1,1
09.160.003,EARL LA FERME DE GREOULOU,1,SAUTEL,09300,1,2
09.177.001,ROUILLON CHRISTINE,1,MADIERE,09100,1,1
09.194.001,LE GRAIN DE SEL,1,MIREPOIX,09500,1,1
09.202.001,ASSOCIATION POUR ADULTES ET JEUNES HANDICAPES - ENTREPRISE ADAPTEE / CAT FOYER LE SABARTHES,2,MONTEGUT-PLANTAUREL,09120,2,3
09.209.001,ETABLISSEMENTS COUTANCEAU,1,MONTJOIE-EN-COUSERANS,09200,1,1
09.225.001,SEAP,1,PAMIERS,09100,1,1
09.225.002,SALAISONS APPAMEENNES - BOUCHERIE-CHARCUTERIE DE LOUMET CHEZ JEROME,1,PAMIERS,09100,1,1
09.225.003,SOCIETE CIVILE PARTICULIERE FRECAT,1,PAMIERS,09100,1,1
09.225.004,SARL COMMENGES ET FILS,1,PAMIERS,09100,1,1
09.225.005,CHARCUTERIE APPAMEENNE DE TRADITION SA,1,PAMIERS,09100,1,1
09.225.006,SARL LE CAPRICE ARIEGEOIS,1,PAMIERS,09100,1,1
09.225.007,EURL CHARCUTERIE ROS,1,PAMIERS,09100,1,2
09.225.021,COMPTOIR APPAMEEN DES VIANDES,1,PAMIERS,09100,2,3
09.225.022,BERNAULT VIANDES,1,PAMIERS,09100,1,2
09.225.024,SARL COMMENGES ET FILS,1,PAMIERS,09100,1,1
09.225.028,SOC EXPL TRANSPORTS ANDRE KIRMANN,1,PAMIERS,09100,1,1
09.225.178,SOC AURIAC,1,PAMIERS,09100,1,1
09.225.194,SODEC 09,1,PAMIERS,09100,1,3
09.242.002,DELPECH CHRISTOPHE,1,RAISSAC,09300,1,1
09.246.011,LE GRENIER A JAMBONS,1,RIMONT,09420,2,2
09.261.002,DE PERROUTE,1,SAINT-GIRONS,09200,1,1
09.285.001,LE ROGALLAIS,1,SEIX,09140,1,1
09.289.001,LES FILS DE FORT BASILE SAS,1,LORP-SENTARAILLE,09190,1,3
09.289.002,SARL CHARCUTERIE ANDRE CAZAUX,1,LORP-SENTARAILLE,09190,1,3
09.289.003,JEAN DOUGNAC,1,LORP-SENTARAILLE,09190,1,2
09.289.004,CTRE ABATTAGE TRANSFORMATION COUSERANS,1,LORP-SENTARAILLE,09190,1,1
09.289.201,SALAISONS DES PYRENEES,1,LORP-SENTARAILLE,09190,1,1
09.305.001,SARL KERIMEL,1,TABRE,09600,1,2
09.305.002,ATELIER DE DECOUPE DU PAYS D'OLMES - ADDPO,1,TABRE,09600,1,1
09.332.001,MAGRADA,1,VERNIOLLE,09340,1,1
10.047.001,SOCIETE ANDRE LAURENT,1,BLIGNICOURT,10500,1,1
10.064.001,GUILLEMINOT PERE ET FILS,1,BRIENNE-LE-CHATEAU,10500,1,3
10.064.002,GUILLEMINOT PERE ET FILS,1,BRIENNE-LE-CHATEAU,10500,1,1
10.073.001,VIANDES LEBON,1,CHALETTE-SUR-VOIRE,10500,1,1
10.089.001,SO GOOD GC - SO GOOD,1,CHATRES,10510,1,1
10.095.001,HUGUIER FRERES,1,LE CHENE,10700,1,5
10.181.001,SALAISONS LA CHAMPENOISE,1,JULLY-SUR-SARCE,10260,1,1
10.283.007,GAEC DE LA BERGERIE,1,PEL-ET-DER,10500,1,1
10.297.001,AT FRANCE,1,PONT-SAINTE-MARIE,10150,1,1
10.297.002,SA COOP INTERET COLLECTIF ABATTOIR AUB,1,PONT-SAINTE-MARIE,10150,1,2
10.323.001,LEONI VIANDES,1,ROMILLY-SUR-SEINE,10100,1,1
10.340.001,SCEA CHATELAIN,1,SAINT-GERMAIN,10120,1,1
10.357.001,METRO CASH & CARRY FRANCE / METRO FRANCE,2,SAINT-PARRES-AUX-TERTRES,10410,1,2
10.362.003,SAVIEL FRANCE,1,SAINTE-SAVINE,10300,1,4
10.362.004,CHARCUTERIE THIERRY,1,SAINTE-SAVINE,10300,1,1
10.381.001,GJ SERVICE FROID,1,TORVILLIERS,10440,1,1
10.381.003,CUISINES AND CO - LA MANUFACTURE DES CHEFS,1,TORVILLIERS,10440,1,1
10.382.002,ABATTOIRES DE TRAINEL,1,TRAINEL,10400,1,2
11.009.001,BOUCHERIE CHARCUTERIE BAREIL,1,ALZONNE,11170,1,5
11.026.001,SARL GUAGNO,1,BARAIGNE,11410,1,2
11.049.020,DISCOB,1,CASTELNAUDARY,11400,1,1
11.063.001,SARLU BERGE ET FILS - BERGE ET FILS,1,CAMPAGNE-SUR-AUDE,11260,1,1
11.069.006,COOP ARTISANAL METIERS VIANDE DE L'AUD / COOP ARTISANAL METIERS VIANDE DE L'AUDE,2,CARCASSONNE,11000,1,2
11.069.008,BIGARD DISTRIBUTION,1,CARCASSONNE,11870,1,1
11.069.009,BOUCHERIE IZARD,1,CARCASSONNE,11000,1,1
11.069.011,OC'REZTO PARTNER - PROMOCASH AVEC VOUS,1,CARCASSONNE,11000,1,1
11.069.016,RAMON JEAN,1,CARCASSONNE,11000,1,1
11.076.001,OFFICE CENTER,1,CASTELNAUDARY,11400,1,1
11.076.002,MAISON ESCUDIER,1,CASTELNAUDARY,11400,1,1
11.076.003,ATELIER DE BERNARD,1,CASTELNAUDARY,11400,1,1
11.076.004,S.A.R.L. ETABLISSEMENTS JOSEPH AYMERIC - AYMERIC,1,CASTELNAUDARY,11400,1,1
11.076.005,CHARCUTERIE MAISON MARTY,1,CASTELNAUDARY,11400,1,1
11.076.006,CONSERVERIE DU LANGUEDOC - LA BELLE CHAURIENNE,1,CASTELNAUDARY,11400,1,1
11.076.007,SO DI CAS,1,CASTELNAUDARY,11400,1,1
11.076.009,SOCIETE RIVIERE,1,CASTELNAUDARY,11400,1,1
11.076.029,L'AUDOISE DES VIANDES,1,CASTELNAUDARY,11400,1,4
11.076.050,OCCITANE PLATS CUISINES / OCCITANE PLATS CUISINES - GUS - LES BRASERADES / OCCITANE PLATS CUISINES - OCCITANE PLATS CUISINES - GUS - LES BRASERADES,3,CASTELNAUDARY,11400,1,3
11.103.007,ATELIER DE DECOUPE,1,COUIZA,11190,1,4
11.122.001,MAISON ESQUINES - FRANCOIS ESQUINES,1,DOUZENS,11700,1,1
11.122.002,ENTREPRISE CABANES,1,DOUZENS,11700,1,1
11.127.004,EARL CUCUILLERE / EARL LE COCHON DU MADRES,2,ESCOULOUBRE,11140,1,3
11.129.002,SARL CHEZ CHARLY,1,ESPERAZA,11260,1,1
11.191.002,NOE,1,LAROQUE-DE-FA,11330,1,1
11.203.002,CENTRE FORMATION APPRENTISSAGE,1,LEZIGNAN-CORBIERES,11200,1,1
11.203.003,SAS MAISON BERTRAND,1,LEZIGNAN-CORBIERES,11200,1,3
11.231.001,CUMA LES VOLAILLES REUNIES / GAEC RECONNU DE BERENGOU,2,MEZERVILLE,11410,2,2
11.234.001,ELEVAGE LES MEXICOTS,1,MIREVAL-LAURAGAIS,11400,1,2
11.255.010,TRANSPORTS CHABAS FRAICHEUR,1,MONTREDON-DES-CORBIERES,11100,1,1
11.262.001,SOC EXPLOITATION ABATTOIRS DE NARBONNE,1,NARBONNE,11100,1,1
11.262.002,DISTRISUD,1,NARBONNE,11100,1,1
11.262.009,CHEVILLE LANGUEDOCIENNE,1,NARBONNE,11100,1,2
11.262.013,METRO FRANCE,1,NARBONNE,11100,1,1
11.262.018,PEDRERO,1,NARBONNE,11100,1,1
11.262.047,COMPAGNIE MONTAGNE NOIRE,1,NARBONNE,11100,1,1
11.262.051,SOFINO - Etablissement sans enseigne,1,NARBONNE,11100,1,1
11.262.081,FRIGO TRANSPORTS 11,1,NARBONNE,11100,1,1
11.262.084,CEPRODIS - PROMOCASH,1,NARBONNE,11100,1,1
11.262.099,MAISON CLOTTES,1,NARBONNE,11100,1,1
11.264.001,STEF TRANSPORT NARBONNE,1,NEVIAN,11200,1,1
11.290.001,GAEC DE CAUDEMIQUE,1,PLAIGNE,11420,1,4
11.304.001,HOTEL CARTIER RESTAURANT LES 3 QUILLES,1,QUILLAN,11500,1,1
11.304.003,EURL ABATTOIR DE QUILLAN,1,QUILLAN,11500,1,1
11.304.005,SOCIETE D'EXPLOITATION BIGOU ET FILS,1,QUILLAN,11500,1,1
11.320.003,LES SALAISONS BELCAIROISES,1,ROQUEFEUIL,11340,1,2
11.371.001,CUMA DE LA VALLEE DE L'HERS,1,SALLES SUR L'HERS,11410,2,3
11.428.001,SARL GUINEBAULT,1,VILLEMAGNE,11310,1,3
12.004.001,FABRIQUE AVEYRONNAISE - LOU BATISTOU,1,ALMONT-LES-JUNIES,12300,1,1
12.004.007,GOZOKI OCCITANIE - COEUR D'AVEYRON,1,ALMONT-LES-JUNIES,12300,1,1
12.013.041,DECOUPE DE VIANDE TEYSSEDRE,1,AUBIN,12110,1,2
12.021.002,SA LES GORGES DE L'AVEYRON,1,LE BAS SEGALA,12200,1,1
12.025.001,LA FERME DE SAINT LOUIS,1,BELMONT-SUR-RANCE,12370,1,1
12.030.001,ETABLISSEMENT MIQUEL,1,BOUILLAC,12300,1,2
12.035.004,BRASC DECOUPE,1,BRASC,12550,1,3
12.036.009,GERMAIN MICHEL,1,BROMMAT,12600,1,1
12.044.014,ATELIER DE DECOUPE DE CAMARES,1,CAMARES,12360,1,4
12.052.001,CAPDENACOISE D ABATTAGE PREST DE SERVI / CAPDENACOISE D'ABATTAGE ET DE PRESTATIONS DE SERVICES,2,CAPDENAC-GARE,12700,1,3
12.052.003,RAYNAL ET ROQUELAURE,1,CAPDENAC-GARE,12700,1,1
12.052.005,FIPSO INDUSTRIE,1,CAPDENAC-GARE,12700,1,2
12.052.009,ETABLISSEMENTS L. SERRAULT,1,CAPDENAC-GARE,12700,1,3
12.053.001,MAISON GUINOU,1,LA CAPELLE-BALAGUIER,12260,1,1
12.056.001,SA PROGRE,1,BARAQUEVILLE,12160,1,1
12.056.003,CADARS-NAYRAL BARAQUEVILLE - AVEYRON FRAIS,1,BARAQUEVILLE,12160,1,1
12.056.034,SALAISONS ROLAND SERIN / SARL SERIN FRERES - SALAISONS ROLAND SERIN,2,BARAQUEVILLE,12160,1,3
12.057.001,L'ATELIER DES MONTS LAGAST,1,CASSAGNES-BEGONHES,12120,1,1
12.057.011,LE LAGASTOU,1,CASSAGNES-BEGONHES,12120,1,1
12.057.012,AGRIVIANDE,1,CASSAGNES-BEGONHES,12120,1,2
12.063.023,JASSE LARZOU,1,LA CAVALERIE,12230,1,1
12.063.025,TRANCHAGE DE LA JASSE,1,LA CAVALERIE,12230,1,1
12.063.026,CONSERVERIE PAPILLON MARMUS - MAISON PAPILLON DEPUIS 1955,1,LA CAVALERIE,12230,1,1
12.063.036,JASSE LARZOU PRODUCTION,1,LA CAVALERIE,12230,1,4
12.080.001,ACEVIA,1,COUPIAC,12550,1,1
12.084.012,ARTIMAT DISTRIBUTION,1,CREISSELS,12100,1,1
12.089.005,MARIE DE LIVINHAC,1,DECAZEVILLE,12300,1,1
12.096.001,ETABLISSEMENTS SEMENZIN ET FILS - LE MANOIR ALEXANDRE / ETS SEMENZIN ET FILS LE MANOIR ALEXAND,2,ESPALION,12500,1,2
12.096.057,SARL NORD AVEYRON PORCS,1,ESPALION,12500,1,3
12.096.067,ETABLISSEMENTS SEMENZIN ET FILS - LE MANOIR ALEXANDRE,1,NAUSSAC,12700,1,1
12.104.001,HELIES HUBERT,1,FOISSAC,12260,1,1
12.105.003,SALAISONS LE FOUILLADOL,1,LA FOUILLADE,12270,1,1
12.105.018,CUMA DE NAJAC VILLEFRANCHE,1,NAJAC,12270,1,1
12.118.002,SARL BARBANCE DAVID,1,LACROIX-BARREZ,12600,1,1
12.118.003,EARL DE LA FERME DE DILHAC / RAYROLLES SERGE,2,LACROIX-BARREZ,12600,2,2
12.119.003,CONQUET PERE ET FILS / MAISON CONQUET,2,LAGUIOLE,12210,1,3
12.119.054,COOPERATIVE FROMAGERE JEUNE MONTAGNE,1,LAGUIOLE,12210,1,1
12.120.003,COTE2BOEUF,1,LAISSAC-SEVERAC L'EGLISE,12310,1,1
12.121.002,SARL LINARD PERE ET FILS,1,LANUEJOULS,12350,1,1
12.133.001,BOUCHERIE CHARCUTERIE BOUSQUET,1,LUC-LA-PRIMAUBE,12450,1,4
12.133.002,SARL AFG FOIE GRAS - AFG,1,LUC-LA-PRIMAUBE,12450,1,1
12.133.005,SARL AFG FOIE GRAS,1,LUC-LA-PRIMAUBE,12450,1,2
12.145.001,JASSE LARZOU TRAITEUR,1,MILLAU,12100,1,1
12.148.019,SARL CALVET BOUSCAL,1,MONTBAZENS,12220,1,2
12.150.001,CARLES JACQUES,1,MONTEILS,12200,1,2
12.152.001,FONTANILLES,1,MONTFRANC,12380,1,1
12.158.001,SOCIETE FONTALBAT-MAZARS,1,MONTSALES,12260,1,2
12.163.001,SAS SALAISONS DU LANDOULET,1,MURASSON,12370,1,3
12.164.005,BOUCHERIE AD LOUBRIAT / SARL BOUCHERIE GRIALOU,2,MUR-DE-BARREZ,12600,1,2
12.169.002,LA NAUCELLOISE,1,NAUCELLE,12800,1,1
12.174.001,GALDIS,1,OLEMPS,12510,1,1
12.174.002,PATRICK BRETON DISTRIBUTION,1,OLEMPS,12510,1,1
12.176.001,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE RODEZ-LA-ROQUE - LE HALL TECHNOLOGIQUE / LE HALL TECHNOLOGIQUE,2,ONET-LE-CHATEAU,12850,1,3
12.176.005,LES HALLES DE L'AVEYRON,1,ONET-LE-CHATEAU,12850,1,2
12.176.007,SARL SERIN FRERES,1,ONET-LE-CHATEAU,12850,1,2
12.176.013,ETS COLRAT,1,ONET-LE-CHATEAU,12850,1,1
12.176.015,SAS SOVIA,1,ONET-LE-CHATEAU,12850,1,3
12.176.098,CHAMBRE DE METIERS ET DE L'ARTISANAT,1,ONET-LE-CHATEAU,12850,1,1
12.183.001,ACEVIA / ETABLISSEMENTS G. BORIES,2,PLAISANCE,12550,2,2
12.194.003,SCEA LA GALINETTE,1,QUINS,12800,1,1
12.195.007,CHARCUTERIE CAMILLE CROS,1,REBOURGUIL,12400,1,2
12.198.002,SARL DU PUECH DE LA SEMETERY - LE SEGALOU,1,RIEUPEYROUX,12240,1,1
12.202.001,SOULIE RESTAURATION,1,RODEZ,12000,1,1
12.202.003,CAT SAINTE MARIE,1,RODEZ,12000,1,1
12.202.018,MACKOWIAK - PROMOCASH,1,RODEZ,12000,1,1
12.203.036,ETABLISSEMENTS GABRIEL COULET,1,ROQUEFORT-SUR-SOULZON,12250,1,1
12.203.044,LE FRIBOUL,1,ROQUEFORT-SUR-SOULZON,12250,1,1
12.203.046,TRANSPORTS GALTIER,1,ROQUEFORT-SUR-SOULZON,12250,1,1
12.205.007,AZAM GUILLAUME / EURL AZAM DECOUPE,2,LA ROUQUETTE,12200,2,2
12.208.002,APOLIT VIANDES / SARL CHARCUTERIE DES GRANDS CAUSSES,2,SAINT-AFFRIQUE,12400,2,3
12.208.148,ABATTOIR DU SAINT-AFFRCAIN,1,SAINT-AFFRIQUE,12400,1,2
12.215.001,ELIAN BRUEL - AUTREMENT DECOUPE,1,SAINT-CHRISTOPHE-VALLON,12330,1,1
12.215.002,FABRIQUE AVEYRONNAISE,1,SAINT-CHRISTOPHE-VALLON,12330,1,1
12.215.007,SARL BIBAL ET FILS,1,SAINT-CHRISTOPHE-VALLON,12330,1,3
12.217.001,GAEC DE LA BORIE DE CABROL,1,SAINTE-CROIX,12260,1,1
12.218.015,LE PETIT MARCHE - BOUCHERIE - CHARCUTE / MAS S.A.S.,2,CONQUES-EN-ROUERGUE,12320,2,2
12.219.021,LA DECOUPE D'OLT,1,SAINTE EULALIE D'OLT,12130,1,1
12.221.001,SARL QUINTARD,1,SAINT-FELIX-DE-LUNEL,12320,1,1
12.223.001,ABATTOIR SAINTE GENEVIEVE SUR ARGENCE,1,ARGENCES EN AUBRAC,12420,1,3
12.225.002,GALZIN RESTAURATION,1,SAINT-GEORGES-DE-LUZENCON,12100,1,1
12.225.008,"ARCADIE SUD OUEST PRODUITS ELABORES, EN ABREGE ASO.PE.",1,SAINT-GEORGES-DE-LUZENCON,12100,1,1
12.231.003,SARL ROGER VIDAL,1,SAINT-JEAN-DU-BRUEL,12230,1,1
12.241.001,ADRâSTE D'EXPL. GEST ABATTOIR DIST RODEZ,1,SAINTE-RADEGONDE,12850,1,1
12.241.002,SOCIETE PORC MONTAGNE,1,SAINTE-RADEGONDE,12850,1,2
12.241.003,CADARS RODEZ / JEAN CADARS,2,ONET-LE-CHATEAU,12850,2,2
12.241.013,ARCADIE SUD OUEST,1,SAINTE-RADEGONDE,12850,1,3
12.241.015,MONTEILLET AVEYRON,1,SAINTE-RADEGONDE,12850,1,1
12.241.021,LES CHARCUTERIES D'ARSAC / SADEMA - LES CHARCUTERIES D'ARSAC,2,SAINTE-RADEGONDE,12850,1,2
12.241.022,GALGEL,1,SAINTE-RADEGONDE,12850,1,1
12.253.001,ETS ROLLAND-MOLINIER,1,SALLES-CURAN,12410,1,3
12.253.028,ETS ROLLAND-MOLINIER - BOUCHERIE MODERNE,1,SALLES-CURAN,12410,1,1
12.264.004,GINISTY ALAIN / GINISTY BENOIT / MAISON GINISTY,3,SEBAZAC-CONCOURES,12740,3,4
12.270.001,DISTRISUD,1,SEVERAC D'AVEYRON,12150,1,1
12.270.002,SOCIETE FROMAGERE DE SEVERAC LE CHATEAU,1,SEVERAC D'AVEYRON,12150,1,1
12.300.005,SALAISONS ET CONSERVES DU ROUERGUE,1,VILLEFRANCHE-DE-ROUERGUE,12200,1,1
12.300.008,SA DE VIA / SAVEURS AUTHENTIQUES,2,VILLEFRANCHE-DE-ROUERGUE,12200,1,4
12.300.009,LES FERMIERS DU BAS ROUERGUE,1,VILLEFRANCHE-DE-ROUERGUE,12200,1,3
12.300.010,REGIE ABATTOIRS,1,VILLEFRANCHE-DE-ROUERGUE,12200,1,2
12.300.016,LYCEE GENERAL ET TECHNOLOGIQUE AGRICOL / LYCEE GENERAL ET TECHNOLOGIQUE AGRICOLE - ATELIER TRANSFORMATION PRODUITS CARNES,2,VILLEFRANCHE-DE-ROUERGUE,12200,2,3
12.300.170,AU BEC FIN - AU BEC FIN - ROUERGUE VOLAILLES,1,VILLEFRANCHE-DE-ROUERGUE,12200,1,1
12.301.002,ETABLISSEMENT CANCE,1,VILLENEUVE,12260,1,1
13.001.001,EASYDIS - ENTREPOT CASINO,1,AIX-EN-PROVENCE,13290,1,1
13.001.003,AUX DELICES DE PROVENCE,1,AIX-EN-PROVENCE,13100,1,1
13.001.006,STEF LOGISTIQUE AIX EN PROVENCE,1,AIX-EN-PROVENCE,13290,1,1
13.001.008,DANONE PRODUITS FRAIS FRANCE,1,AIX-EN-PROVENCE,13290,1,1
13.001.010,EUROP FRANCE DISTRIBUTION,1,AIX-EN-PROVENCE,13290,1,2
13.001.015,PROVIA,1,AIX-EN-PROVENCE,13090,1,3
13.001.018,JNW DISTRIBUTION - PROMOCASH AVEC VOUS,1,AIX-EN-PROVENCE,13290,1,1
13.001.031,POMONA,1,AIX-EN-PROVENCE,13290,1,1
13.001.045,SUD ALIMENTAIRE SERVICE,1,AIX-EN-PROVENCE,13290,1,1
13.001.048,MARTIN-BROWER FRANCE SAS,1,AIX-EN-PROVENCE,13854,1,1
13.001.051,JOASSAN FRERES,1,AIX-EN-PROVENCE,13290,1,2
13.001.500,PRENOT GUINARD,1,AIX-EN-PROVENCE,13290,1,1
13.002.002,SOCIETE DE FABRICATION DE CHARCUTERIE,1,ALLAUCH,13190,1,3
13.005.016,FERME AVICOLE DES ESPILLIERES,1,AUBAGNE,13400,1,1
13.005.021,LA FROUMAGIERO,1,AUBAGNE,13400,1,1
13.005.030,CANAVESE,1,AUBAGNE,13400,1,1
13.005.040,NANCYRIL,1,AUBAGNE,13400,1,3
13.010.002,SARL TOUPINE ET CABESSELLE - TOUPINE ET CABESSELLE,1,BARBENTANE,13570,1,1
13.014.008,POMONA - TERREAZUR,1,BERRE-L'ETANG,13130,1,1
13.016.011,VINCENT FANTINO,1,LA BOUILLADISSE,13720,1,1
13.018.005,LES CRUDETTES,1,CABANNES,13440,1,1
13.026.006,GMS-H2 - MON BOUCHER,1,CHATEAUNEUF-LES-MARTIGUES,13220,1,1
13.027.028,LADAHBA,1,CHATEAURENARD,13160,1,1
13.036.032,PONS PRODUCTION,1,EYRAGUES,13630,1,1
13.040.001,STEF LOGISTIQUE FUVEAU,1,FUVEAU,13710,1,1
13.041.001,SARL VARD,1,GARDANNE,13120,1,1
13.041.002,PATISFRANCE - PURATOS - PATISFRANCE PURATOS,1,GARDANNE,13120,1,1
13.042.003,ROSSI DISTRIBUTION VIANDES R.D.V,1,GEMENOS,13420,1,3
13.044.001,DISTRO-TRANS,1,GRANS,13450,1,1
13.044.002,CENTRALE MARCEL - CENTRALE GRANS,1,GRANS,13450,1,1
13.053.001,CHARCUTERIE DU LUBERON,1,MALLEMORT,13370,1,2
13.058.008,L AGNEAU DE MAUSSANE,1,MAUSSANE-LES-ALPILLES,13520,1,4
13.063.009,XPO SUPPLY CHAIN FROID FRANCE,1,MIRAMAS,13140,1,1
13.063.106,VOLAILLES DE FRANCE,1,MIRAMAS,13140,1,1
13.066.014,LA CHEVILLE PROVENCALE,1,CHATEAURENARD,13160,1,1
13.067.001,MICHEL GILLES,1,ORGON,13660,1,1
13.071.009,DISTRISUD,1,LES PENNES-MIRABEAU,13170,1,1
